,back,nasal,pause,phoneme,stop,strident,time,vocalic
151,0.9362989,0.033570495,0.007790581,o,0.41892037,0.041454617,1.51,0.8607616
152,0.9750968,0.036560252,0.0066020694,o,0.09571218,0.014733749,1.52,0.9554761
153,0.9791296,0.06284378,0.008801665,o,0.13753673,0.024264038,1.53,0.95384425
154,0.9586814,0.16670853,0.031100625,o,0.22351602,0.11695015,1.54,0.9084889
155,0.91168183,0.3078632,0.12836121,o,0.3427337,0.32279328,1.55,0.8138337
156,0.74001557,0.34223092,0.48585832,o,0.58295137,0.6022865,1.56,0.56095487
157,0.4405261,0.29496798,0.47839278,o,0.7952321,0.6817977,1.57,0.2588923
158,0.16696358,0.13403025,0.4709272,t,0.900189,0.73762536,1.58,0.0868296
159,0.14328836,0.06859309,0.2785988,t,0.9200401,0.6777802,1.59,0.07982729
160,0.25891647,0.08727225,0.37318373,s,0.09581028,0.954416,1.6,0.20484406
161,0.17304508,0.053228673,0.46776864,s,0.11527781,0.96503717,1.61,0.1165254
162,0.12134181,0.044113014,0.43681258,s,0.07748232,0.97108793,1.62,0.0878445
163,0.08817666,0.03318739,0.46283138,s,0.047849763,0.9740335,1.6300000000000001,0.057345077
164,0.0620719,0.02251143,0.48655623,s,0.032983545,0.97699445,1.6400000000000001,0.037484005
165,0.064235315,0.023048202,0.49336767,s,0.030274445,0.97520417,1.6500000000000001,0.04055214
166,0.062218305,0.020822681,0.5090047,s,0.024563821,0.9737858,1.6600000000000001,0.038493734
167,0.06962546,0.021464897,0.52282715,s,0.024647184,0.9699052,1.67,0.044032056
168,0.063911475,0.017578496,0.55299854,s,0.020743815,0.9684668,1.68,0.036477443
169,0.07705842,0.022195213,0.5628068,s,0.02502971,0.9609689,1.69,0.051596772
170,0.08159694,0.023134965,0.58601856,s,0.023269815,0.9579521,1.7,0.055790942
171,0.061704863,0.014384419,0.6046705,s,0.016351974,0.967218,1.71,0.03202915
172,0.057350684,0.012478824,0.6327443,s,0.017994635,0.9647788,1.72,0.029535666
173,0.040112007,0.0070920554,0.6801436,s,0.013033819,0.9625593,1.73,0.016355572
